Claim_ID,Policy_ID,Accident_Date,FNOL_Date,Claim_Type,Claim_Complexity,Fraud_Flag,Litigation_Flag,Estimated_Claim_Amount,Ultimate_Claim_Amount,Severity_Band,Settlement_Date,Status
CLM33813,POL13893,2019-10-20,2019-10-20,Collision,Medium,False,False,4895,3608.0,Moderate,2020-03-12,settled
CLM33814,POL12584,2019-09-05,2019-09-05,Vandalism,High,True,False,5237,3818.0,Major,2020-12-16,settled
CLM33815,POL13262,2022-07-28,2022-07-30,Theft,Medium,False,True,29654,27341.0,Major,2022-11-05,settled
CLM33816,POL10285,2024-10-14,2024-10-14,Collision,Low,True,False,10621,13915.0,Major,2024-12-24,settled
CLM33817,POL13798,2023-05-11,2023-05-13,Vandalism,Low,True,False,1056,,Minor,,open
CLM33818,POL10525,2025-04-30,2025-04-30,Collision,Medium,False,True,2004,,Minor,,open
CLM33819,POL12665,2021-04-07,2021-04-07,Other,Low,False,False,1699,1009.0,Minor,2021-06-21,settled
CLM33820,POL10566,2024-12-03,2024-12-03,Collision,Low,False,False,1802,1603.0,Minor,2025-03-03,settled
CLM33821,POL14177,2019-05-26,2019-05-26,Vandalism,Low,False,True,1129,865.0,Minor,2019-07-12,settled
CLM33822,POL14330,2023-01-21,2023-01-23,Collision,Low,False,False,1473,1212.0,Minor,2023-04-14,settled
CLM33823,POL10964,2024-07-29,2024-08-01,Vandalism,Low,False,False,2685,1779.0,Moderate,2024-09-22,settled
CLM33824,POL12971,2023-05-30,2023-06-01,Other,Low,False,True,2162,1700.0,Minor,2023-07-15,settled
CLM33825,POL14560,2024-09-20,2024-09-23,Collision,Low,False,False,4748,4301.0,Moderate,2024-12-17,settled
CLM33826,POL14788,2024-01-15,2024-01-15,Collision,Low,False,False,1845,1016.0,Minor,2024-03-31,settled
CLM33827,POL11602,2025-02-19,2025-02-21,Collision,Low,False,False,3899,5059.0,Moderate,2025-04-19,settled
CLM33828,POL11953,2021-05-11,2021-05-13,Collision,Low,False,False,11474,8867.0,Major,2021-07-27,settled
CLM33829,POL11733,2024-01-21,2024-01-21,Collision,Low,False,False,4009,2579.0,Moderate,2024-03-12,settled
CLM33830,POL12385,2022-01-25,2022-01-26,Collision,Low,False,False,4792,3958.0,Moderate,2022-04-01,settled
CLM33831,POL10714,2019-08-08,2019-08-09,Collision,Low,False,False,1974,1704.0,Minor,2019-10-25,settled
CLM33832,POL10356,2023-02-22,2023-02-23,Collision,Medium,False,False,14527,13740.0,Major,2023-06-03,settled
CLM33833,POL13023,2019-02-08,2019-02-11,Collision,High,False,False,41153,33947.0,Severe,2020-04-29,settled
CLM33834,POL14640,2024-05-06,2024-05-06,Other,Low,False,False,2061,1273.0,Minor,2024-07-30,settled
CLM33835,POL11038,2025-02-13,2025-02-14,Collision,Low,False,True,19647,18806.0,Major,2025-05-27,settled
CLM33836,POL14146,2024-07-05,2024-07-05,Collision,Low,False,False,4874,5732.0,Moderate,2024-08-10,settled
CLM33837,POL13185,2025-02-14,2025-02-14,Weather,Medium,False,False,61559,57712.0,Severe,2025-08-11,settled
CLM33838,POL14299,2025-09-02,2025-09-02,Vandalism,High,False,True,61921,62226.0,Catastrophic,2026-09-27,settled
CLM33839,POL12748,2020-05-14,2020-05-16,Collision,Low,False,False,1119,750.0,Minor,2020-06-22,settled
CLM33840,POL14105,2020-01-24,2020-01-27,Weather,Low,False,True,2775,2477.0,Minor,2020-04-02,settled
CLM33841,POL12028,2023-10-02,2023-10-02,Collision,Medium,False,False,1501,1149.0,Minor,2023-12-06,settled
CLM33842,POL13586,2020-08-27,2020-08-28,Collision,Low,True,False,12013,8932.0,Major,2020-11-20,settled
CLM33843,POL13718,2020-08-03,2020-08-03,Collision,Low,False,True,16077,13130.0,Major,2020-10-03,settled
CLM33844,POL13530,2021-02-02,2021-02-04,Collision,Low,False,False,4202,,Moderate,,open
CLM33845,POL14921,2020-11-16,2020-11-23,Collision,Low,True,False,20497,15348.0,Major,2021-01-20,settled
CLM33846,POL11576,2020-02-17,2020-02-17,Weather,Low,False,False,2606,1501.0,Minor,2020-05-03,settled
CLM33847,POL13688,2019-03-12,2019-03-13,Other,Medium,False,False,10410,15250.0,Major,2019-07-05,settled
CLM33848,POL12391,2023-06-19,2023-06-19,Collision,Medium,False,False,11423,8039.0,Major,2023-11-25,settled
CLM33849,POL14650,2019-08-05,2019-08-05,Fire,Low,False,False,127803,107023.0,Major,2019-10-11,settled
CLM33850,POL14775,2023-08-07,2023-08-10,Weather,High,False,False,47066,43043.0,Severe,2024-08-22,settled
CLM33851,POL13380,2020-12-24,2020-12-24,Collision,High,True,False,39171,37309.0,Severe,2021-08-04,settled
CLM33852,POL12370,2020-05-16,2020-05-18,Theft,Low,False,False,6865,4920.0,Minor,2020-08-12,settled
CLM33853,POL12073,2025-05-22,2025-05-23,Weather,Low,False,False,20137,16974.0,Major,2025-07-12,settled
CLM33854,POL11329,2021-08-10,2021-08-12,Weather,Low,False,True,6909,5339.0,Moderate,2021-09-25,settled
CLM33855,POL14063,2022-04-20,2022-04-21,Vandalism,Low,False,False,1223,763.0,Minor,2022-06-13,settled
CLM33856,POL10487,2019-06-20,2019-06-23,Collision,Low,False,False,4714,3690.0,Moderate,2019-09-17,settled
CLM33857,POL13734,2019-09-10,2019-09-12,Collision,Low,False,False,1950,,Minor,,open
CLM33858,POL14702,2023-01-25,2023-01-27,Collision,Medium,False,False,16855,14799.0,Major,2023-07-11,settled
CLM33859,POL11034,2024-12-14,2024-12-14,Collision,Low,False,False,1627,1286.0,Minor,2025-02-23,settled
CLM33860,POL11781,2023-03-04,2023-03-04,Collision,Low,False,False,2029,1629.0,Minor,2023-06-02,settled
CLM33861,POL12727,2024-11-27,2024-11-28,Collision,Medium,False,True,23028,20431.0,Severe,2025-06-15,settled
CLM33862,POL10590,2022-05-16,2022-05-16,Collision,Low,False,True,1537,964.0,Minor,2022-07-26,settled
CLM33863,POL14872,2021-10-24,2021-10-25,Vandalism,Low,False,False,1428,1222.0,Minor,2021-11-28,settled
CLM33864,POL12876,2024-07-17,2024-07-20,Vandalism,Low,False,False,2976,2418.0,Moderate,2024-10-20,settled
CLM33865,POL11664,2023-11-08,2023-11-09,Collision,Medium,False,False,1756,945.0,Minor,2024-01-21,settled
CLM33866,POL12610,2018-11-08,2018-11-09,Collision,Low,False,False,4976,3777.0,Moderate,2018-12-12,settled
CLM33867,POL11371,2025-09-14,2025-09-17,Collision,Low,False,False,2007,1469.0,Minor,2025-12-10,settled
CLM33868,POL10426,2025-04-21,2025-04-23,Vandalism,Medium,False,False,3672,2326.0,Moderate,2025-08-07,settled
CLM33869,POL12413,2024-07-29,2024-07-29,Collision,High,False,False,55127,44710.0,Severe,2025-02-23,settled
CLM33870,POL12169,2023-06-03,2023-06-05,Weather,Medium,False,False,20426,18710.0,Major,2023-10-04,settled
CLM33871,POL10990,2019-12-23,2019-12-25,Collision,Low,False,False,4319,3119.0,Moderate,2020-03-10,settled
CLM33872,POL13817,2023-05-13,2023-05-13,Collision,Low,False,False,1996,2880.0,Minor,2023-06-23,settled
CLM33873,POL10471,2020-05-23,2020-05-24,Collision,Low,False,False,1787,1588.0,Minor,2020-07-06,settled
CLM33874,POL13094,2020-05-18,2020-05-19,Weather,Medium,False,False,13426,9587.0,Major,2020-09-06,settled
CLM33875,POL14468,2025-01-25,2025-01-25,Other,Low,False,False,2581,1540.0,Minor,2025-04-17,settled
CLM33876,POL10753,2025-04-23,2025-04-23,Collision,Low,False,False,3027,1751.0,Minor,2025-07-07,settled
CLM33877,POL11192,2025-04-01,2025-04-02,Collision,Low,False,False,2811,2107.0,Moderate,2025-06-17,settled
CLM33878,POL10887,2019-11-03,2019-11-10,Collision,Low,True,False,16165,,Major,,open
CLM33879,POL11843,2019-11-25,2019-11-25,Collision,Medium,False,False,38617,34122.0,Severe,2020-06-06,settled
CLM33880,POL11421,2025-01-09,2025-01-14,Collision,Medium,False,True,5300,4455.0,Moderate,2025-04-08,settled
CLM33881,POL10054,2019-11-06,2019-11-06,Other,High,False,True,43037,42740.0,Severe,2020-05-18,settled
CLM33882,POL11691,2021-12-03,2021-12-03,Collision,Low,False,False,1575,1164.0,Minor,2022-02-08,settled
CLM33883,POL10511,2024-09-20,2024-09-20,Collision,Low,False,False,7352,5158.0,Moderate,2024-12-06,settled
CLM33884,POL12248,2022-07-28,2022-07-30,Fire,Low,False,True,20694,25289.0,Minor,2022-09-22,settled
CLM33885,POL13875,2023-04-29,2023-04-30,Theft,Low,False,False,13512,12345.0,Moderate,2023-07-25,settled
CLM33886,POL10118,2021-09-04,2021-09-07,Collision,Medium,False,False,17780,,Major,,open
CLM33887,POL12663,2023-01-04,2023-01-05,Theft,Low,False,False,6142,4841.0,Minor,2023-04-05,settled
CLM33888,POL14637,2024-02-28,2024-03-01,Collision,Low,False,False,1991,1748.0,Minor,2024-04-24,settled
CLM33889,POL10146,2025-02-17,2025-02-23,Vandalism,Medium,False,False,7647,7491.0,Major,2025-06-27,settled
CLM33890,POL12328,2025-07-18,2025-07-23,Collision,Low,False,False,2294,1598.0,Minor,2025-08-31,settled
CLM33891,POL10686,2024-01-08,2024-01-08,Theft,Low,False,False,3381,2875.0,Minor,2024-03-04,settled
CLM33892,POL14179,2019-02-19,2019-02-20,Weather,Low,False,False,6818,6217.0,Moderate,2019-04-19,settled
CLM33893,POL14954,2020-08-24,2020-08-27,Collision,Low,False,False,2228,1480.0,Minor,2020-10-29,settled
CLM33894,POL10252,2021-10-21,2021-10-21,Theft,High,False,True,29295,29051.0,Major,2022-08-06,settled
CLM33895,POL11760,2023-03-27,2023-03-28,Collision,Low,False,False,5733,3594.0,Moderate,2023-05-26,settled
CLM33896,POL11935,2020-04-30,2020-05-01,Collision,Low,False,False,2697,2293.0,Minor,2020-06-02,settled
CLM33897,POL12479,2025-08-25,2025-08-28,Collision,Low,False,False,2247,1730.0,Minor,2025-10-14,settled
CLM33898,POL13184,2025-07-17,2025-07-23,Weather,Medium,False,False,58007,48573.0,Severe,2025-11-17,settled
CLM33899,POL11948,2023-03-22,2023-03-22,Collision,Low,True,False,4363,4097.0,Moderate,2023-06-06,settled
CLM33900,POL11622,2019-02-24,2019-02-24,Fire,Medium,False,False,111059,101111.0,Major,2019-09-10,settled
CLM33901,POL12578,2023-02-26,2023-02-26,Collision,Low,False,False,6788,4339.0,Moderate,2023-05-06,settled
CLM33902,POL12833,2022-06-07,2022-06-10,Collision,Low,False,False,12123,10535.0,Major,2022-08-23,settled
CLM33903,POL14535,2021-05-19,2021-05-23,Collision,Low,False,False,5293,4207.0,Moderate,2021-07-16,settled
CLM33904,POL13454,2019-04-08,2019-04-10,Collision,Low,False,False,31017,32395.0,Severe,2019-05-24,settled
CLM33905,POL14563,2024-01-17,2024-01-23,Collision,Low,False,False,3114,2539.0,Minor,2024-04-01,settled
CLM33906,POL14749,2021-09-23,2021-09-23,Collision,Low,False,False,1923,1112.0,Minor,2021-12-05,settled
CLM33907,POL10555,2022-11-22,2022-11-23,Weather,Low,False,False,2134,1783.0,Minor,2022-12-27,settled
CLM33908,POL12075,2018-12-10,2018-12-14,Theft,Low,False,False,11623,8612.0,Moderate,2019-03-01,settled
CLM33909,POL14267,2022-07-03,2022-07-03,Collision,Low,False,False,2060,1144.0,Minor,2022-08-15,settled
CLM33910,POL10932,2022-02-11,2022-02-12,Collision,Low,False,False,2247,1599.0,Minor,2022-05-06,settled
CLM33911,POL13990,2022-03-15,2022-03-18,Collision,Low,False,True,2014,1293.0,Minor,2022-06-08,settled
CLM33912,POL14287,2021-11-10,2021-11-10,Collision,Medium,False,False,14973,12410.0,Major,2022-02-15,settled
CLM33913,POL10580,2024-03-24,2024-03-25,Collision,Medium,False,False,16092,14093.0,Major,2024-06-29,settled
CLM33914,POL14690,2019-10-26,2019-10-31,Collision,Low,False,False,2309,,Minor,,open
CLM33915,POL14308,2021-04-09,2021-04-09,Collision,Medium,False,False,5794,4150.0,Major,2021-07-08,settled
CLM33916,POL13923,2020-03-22,2020-03-22,Weather,Low,False,True,3891,2586.0,Minor,2020-05-31,settled
CLM33917,POL10081,2022-01-31,2022-01-31,Collision,Low,False,True,2008,2210.0,Minor,2022-04-28,settled
CLM33918,POL14718,2023-09-07,2023-09-08,Theft,Low,False,False,5670,4170.0,Minor,2023-10-16,settled
CLM33919,POL12612,2022-04-25,2022-04-25,Collision,High,False,False,154369,170891.0,Catastrophic,2023-08-13,settled
CLM33920,POL10696,2021-09-26,2021-09-28,Collision,Medium,False,True,18684,15781.0,Major,2022-01-24,settled
CLM33921,POL10405,2023-05-23,2023-05-23,Fire,Low,True,False,42164,35230.0,Moderate,2023-08-17,settled
CLM33922,POL10356,2025-07-01,2025-07-01,Collision,Low,False,True,2327,1854.0,Minor,2025-09-09,settled
CLM33923,POL14084,2019-09-19,2019-09-22,Theft,Low,False,False,4008,2849.0,Minor,2019-11-15,settled
CLM33924,POL11579,2020-10-27,2020-10-27,Weather,Medium,False,False,2568,1991.0,Minor,2020-12-30,settled
CLM33925,POL11413,2023-09-02,2023-09-02,Collision,Low,False,False,1473,1059.0,Minor,2023-10-24,settled
CLM33926,POL12539,2021-01-31,2021-02-02,Collision,Low,False,False,9393,8636.0,Major,2021-04-24,settled
CLM33927,POL10856,2023-04-13,2023-04-13,Theft,Medium,False,False,39458,38988.0,Major,2023-07-19,settled
CLM33928,POL12503,2024-02-24,2024-02-24,Weather,Low,False,False,3684,2914.0,Minor,2024-05-17,settled
CLM33929,POL11251,2024-07-04,2024-07-04,Theft,Low,False,False,5241,3323.0,Minor,2024-09-01,settled
CLM33930,POL10631,2022-11-28,2022-12-03,Collision,Low,False,False,5502,4957.0,Moderate,2023-02-09,settled
CLM33931,POL10223,2019-05-07,2019-05-10,Collision,Medium,False,False,28721,26528.0,Severe,2019-10-27,settled
CLM33932,POL13487,2024-06-29,2024-06-30,Collision,Medium,False,False,1069,938.0,Minor,2024-12-19,settled
CLM33933,POL10095,2020-07-01,2020-07-06,Collision,High,False,False,1645,1246.0,Minor,2020-11-26,settled
CLM33934,POL14722,2019-06-14,2019-06-15,Collision,Low,False,True,2842,2464.0,Minor,2019-08-12,settled
CLM33935,POL10777,2022-03-16,2022-03-17,Collision,Low,False,False,3223,2441.0,Minor,2022-06-12,settled
CLM33936,POL13651,2024-05-25,2024-05-25,Collision,High,False,False,5176,3519.0,Moderate,2025-07-15,settled
CLM33937,POL12507,2023-03-29,2023-03-29,Collision,Low,False,False,3368,2222.0,Moderate,2023-06-18,settled
CLM33938,POL14703,2020-03-27,2020-03-27,Weather,Low,False,True,10848,7074.0,Moderate,2020-05-15,settled
CLM33939,POL14633,2024-08-05,2024-08-05,Collision,Medium,False,False,13961,11003.0,Major,2024-11-05,settled
CLM33940,POL10355,2025-02-03,2025-02-03,Collision,Low,False,False,17032,14009.0,Major,2025-04-09,settled
CLM33941,POL13131,2019-01-15,2019-01-15,Weather,Low,False,False,6103,4127.0,Moderate,2019-04-16,settled
CLM33942,POL12696,2020-08-30,2020-08-31,Theft,Low,False,False,6039,3157.0,Minor,2020-11-05,settled
CLM33943,POL12242,2020-11-16,2020-11-17,Collision,Low,False,False,1711,1261.0,Minor,2021-02-12,settled
CLM33944,POL12085,2020-12-19,2020-12-26,Theft,Low,False,False,6820,5779.0,Minor,2021-03-26,settled
CLM33945,POL10141,2019-05-13,2019-05-16,Vandalism,Low,False,False,910,806.0,Minor,2019-07-07,settled
CLM33946,POL14432,2021-07-06,2021-07-06,Collision,Medium,False,False,5209,4150.0,Moderate,2021-09-30,settled
CLM33947,POL13070,2019-02-01,2019-02-01,Collision,Low,False,False,4160,2976.0,Moderate,2019-05-04,settled
CLM33948,POL11767,2023-11-01,2023-11-01,Collision,High,False,False,4460,3831.0,Moderate,2024-11-11,settled
CLM33949,POL11068,2019-04-14,2019-04-15,Theft,Low,False,False,11324,7284.0,Moderate,2019-06-19,settled
CLM33950,POL12365,2022-10-04,2022-10-05,Vandalism,High,False,False,1185,871.0,Minor,2023-09-23,settled
CLM33951,POL14243,2020-12-12,2020-12-12,Collision,Low,False,False,2359,1951.0,Minor,2021-02-18,settled
CLM33952,POL11349,2021-10-15,2021-10-15,Collision,Low,False,False,7916,6801.0,Moderate,2022-01-11,settled
CLM33953,POL13704,2022-11-05,2022-11-05,Fire,Medium,False,False,135330,107449.0,Major,2023-01-22,settled
CLM33954,POL14934,2023-12-03,2023-12-06,Vandalism,Medium,False,False,5476,3808.0,Moderate,2024-03-17,settled
CLM33955,POL14066,2024-05-18,2024-05-18,Collision,Low,False,False,5060,6101.0,Moderate,2024-08-13,settled
CLM33956,POL14060,2023-03-02,2023-03-02,Collision,Low,False,False,1848,2459.0,Minor,2023-04-23,settled
CLM33957,POL10719,2020-02-08,2020-02-08,Collision,Low,False,False,13345,11093.0,Major,2020-04-06,settled
CLM33958,POL10076,2019-01-22,2019-01-23,Collision,Medium,False,False,27886,,Severe,,open
CLM33959,POL11097,2021-06-05,2021-06-05,Collision,Low,False,False,4548,3476.0,Moderate,2021-07-08,settled
CLM33960,POL14382,2022-11-22,2022-11-22,Vandalism,Low,False,False,4297,3850.0,Moderate,2023-02-01,settled
CLM33961,POL10383,2024-03-13,2024-03-14,Collision,Low,False,False,6555,4062.0,Moderate,2024-06-03,settled
CLM33962,POL11375,2025-05-18,2025-05-18,Vandalism,Low,False,False,876,721.0,Minor,2025-07-01,settled
CLM33963,POL13325,2023-09-20,2023-09-20,Collision,Low,False,False,5896,5598.0,Moderate,2023-12-09,settled
CLM33964,POL13963,2020-09-15,2020-09-18,Collision,Low,False,True,4627,3399.0,Moderate,2020-12-04,settled
CLM33965,POL10514,2024-01-14,2024-02-13,Vandalism,High,False,False,34133,37493.0,Catastrophic,2025-03-13,settled
CLM33966,POL14418,2025-04-18,2025-04-22,Other,Medium,False,False,2395,2926.0,Minor,2025-07-19,settled
CLM33967,POL12582,2024-11-24,2024-11-24,Collision,Low,False,False,1585,1080.0,Minor,2025-01-31,settled
CLM33968,POL14073,2022-08-21,2022-08-24,Theft,Medium,False,False,3515,2433.0,Minor,2022-11-25,settled
CLM33969,POL12672,2022-07-30,2022-08-01,Weather,Low,False,False,3274,,Minor,,open
CLM33970,POL11469,2020-07-19,2020-07-21,Weather,Low,True,True,2772,2252.0,Minor,2020-09-07,settled
CLM33971,POL12687,2021-08-13,2021-08-14,Collision,Low,False,False,2100,1226.0,Minor,2021-10-01,settled
CLM33972,POL14629,2019-09-24,2019-09-30,Vandalism,Medium,False,False,67480,68741.0,Catastrophic,2020-04-03,settled
CLM33973,POL13187,2021-11-29,2021-12-06,Vandalism,High,False,False,3763,,Moderate,,open
CLM33974,POL13914,2019-01-09,2019-01-10,Fire,Low,False,False,67789,63102.0,Major,2019-03-08,settled
CLM33975,POL13011,2023-01-19,2023-01-19,Other,Low,False,False,2149,1576.0,Minor,2023-04-11,settled
CLM33976,POL11937,2019-04-10,2019-04-10,Weather,Medium,False,False,20077,17388.0,Major,2019-08-22,settled
CLM33977,POL12670,2020-07-17,2020-07-17,Collision,Low,False,False,2896,1544.0,Minor,2020-09-21,settled
CLM33978,POL11291,2025-02-17,2025-02-19,Weather,Low,False,False,8532,6303.0,Moderate,2025-04-06,settled
CLM33979,POL11113,2021-02-12,2021-02-15,Collision,Medium,False,False,5712,4402.0,Moderate,2021-08-08,settled
CLM33980,POL13785,2021-03-13,2021-03-15,Collision,Low,False,False,2976,1715.0,Minor,2021-04-30,settled
CLM33981,POL11436,2021-03-29,2021-03-29,Fire,Low,False,False,13700,7025.0,Minor,2021-04-30,settled
CLM33982,POL11143,2021-01-12,2021-01-12,Theft,Low,False,False,5630,,Minor,,open
CLM33983,POL13634,2021-09-25,2021-09-28,Collision,Medium,False,False,37610,39097.0,Severe,2022-03-14,settled
CLM33984,POL11233,2023-04-23,2023-04-27,Collision,Low,False,False,11075,10184.0,Major,2023-08-17,settled
CLM33985,POL11201,2024-06-21,2024-06-21,Collision,Low,False,False,1178,597.0,Minor,2024-09-11,settled
CLM33986,POL12787,2018-12-10,2018-12-10,Fire,Medium,False,False,8287,5052.0,Minor,2019-03-31,settled
CLM33987,POL10365,2018-10-25,2018-10-25,Collision,Low,False,False,5017,4711.0,Moderate,2019-01-02,settled
CLM33988,POL11744,2024-01-12,2024-01-16,Other,Low,False,False,5211,4793.0,Moderate,2024-02-23,settled
CLM33989,POL11078,2020-03-13,2020-03-13,Collision,High,False,False,27694,23595.0,Severe,2020-12-29,settled
CLM33990,POL13968,2020-08-28,2020-08-28,Vandalism,Low,False,False,3743,2471.0,Moderate,2020-10-06,settled
CLM33991,POL12978,2025-06-16,2025-06-17,Theft,Low,False,False,3592,1917.0,Minor,2025-08-20,settled
CLM33992,POL10301,2018-10-23,2018-10-23,Collision,High,False,False,41387,,Severe,,open
CLM33993,POL12205,2021-03-23,2021-03-26,Collision,Medium,False,False,27149,23898.0,Major,2021-07-19,settled
CLM33994,POL12254,2021-07-18,2021-07-19,Collision,Low,False,False,2067,1121.0,Minor,2021-08-28,settled
CLM33995,POL10769,2025-07-15,2025-07-15,Collision,Low,False,False,1177,734.0,Minor,2025-09-16,settled
CLM33996,POL11634,2022-02-21,2022-02-21,Collision,Low,False,False,1487,862.0,Minor,2022-04-03,settled
CLM33997,POL11984,2021-10-20,2021-10-21,Weather,Low,False,False,4335,3147.0,Minor,2021-12-26,settled
CLM33998,POL13768,2023-06-20,2023-06-21,Collision,Low,False,False,2833,3018.0,Moderate,2023-08-26,settled
CLM33999,POL11825,2022-12-09,2022-12-09,Other,Low,False,False,1951,1611.0,Minor,2023-02-22,settled
CLM34000,POL11165,2022-08-17,2022-08-24,Fire,Low,False,False,97413,,Major,,open
CLM34001,POL12592,2023-11-12,2023-11-12,Collision,Low,False,False,1752,893.0,Minor,2024-01-08,settled
CLM34002,POL13085,2021-07-17,2021-07-17,Collision,Low,False,False,1871,1069.0,Minor,2021-09-02,settled
CLM34003,POL12512,2021-02-28,2021-03-05,Collision,High,False,True,45227,46080.0,Severe,2021-10-17,settled
CLM34004,POL12297,2023-12-13,2023-12-14,Collision,Low,False,False,2649,2814.0,Minor,2024-01-29,settled
CLM34005,POL11292,2022-02-07,2022-02-07,Theft,Low,False,True,16488,12063.0,Moderate,2022-04-25,settled
CLM34006,POL11462,2024-07-21,2024-07-27,Collision,Low,False,False,5446,4483.0,Moderate,2024-09-03,settled
CLM34007,POL14564,2025-09-16,2025-09-22,Weather,Low,True,False,51308,197729.0,Severe,2025-11-21,settled
CLM34008,POL12079,2023-03-03,2023-03-03,Collision,Medium,False,False,1436,1225.0,Minor,2023-07-30,settled
CLM34009,POL11714,2025-04-09,2025-04-09,Collision,Low,False,False,1721,1023.0,Minor,2025-07-03,settled
CLM34010,POL11001,2019-11-12,2019-11-12,Collision,Low,False,False,1958,1004.0,Minor,2020-01-06,settled
CLM34011,POL14335,2018-10-19,2018-10-19,Collision,Medium,False,False,15497,14418.0,Major,2018-12-23,settled
CLM34012,POL12322,2024-06-14,2024-06-14,Vandalism,Low,False,False,1420,838.0,Minor,2024-08-24,settled
CLM34013,POL12781,2022-11-29,2022-11-29,Weather,Medium,False,False,52390,44022.0,Severe,2023-05-06,settled
CLM34014,POL11631,2025-01-04,2025-01-05,Collision,Low,False,False,2090,1411.0,Minor,2025-03-14,settled
CLM34015,POL12385,2025-05-17,2025-05-19,Other,Low,False,False,3233,2412.0,Minor,2025-07-29,settled
CLM34016,POL13763,2025-07-18,2025-07-18,Vandalism,Low,False,False,6757,6188.0,Major,2025-09-30,settled
CLM34017,POL10987,2021-11-19,2021-11-22,Collision,Low,False,False,1526,1202.0,Minor,2022-01-03,settled
CLM34018,POL13491,2022-01-23,2022-01-25,Theft,Low,False,False,11856,8775.0,Moderate,2022-03-10,settled
CLM34019,POL12994,2019-12-05,2019-12-06,Collision,Low,False,False,2597,,Minor,,open
CLM34020,POL11243,2024-02-13,2024-02-13,Weather,Low,False,False,2776,1477.0,Minor,2024-04-27,settled
CLM34021,POL12124,2019-06-07,2019-06-08,Theft,Low,True,False,2855,2504.0,Minor,2019-07-23,settled
CLM34022,POL11321,2022-06-27,2022-06-28,Collision,Low,False,False,1909,,Minor,,open
CLM34023,POL13484,2021-10-25,2021-10-27,Collision,Low,False,False,4351,3637.0,Moderate,2021-12-25,settled
CLM34024,POL11633,2022-05-12,2022-05-13,Collision,Low,False,False,1640,893.0,Minor,2022-07-03,settled
CLM34025,POL11366,2021-10-27,2021-10-27,Collision,Low,False,False,2227,,Minor,,open
CLM34026,POL12334,2021-08-23,2021-08-23,Collision,Low,False,False,1958,1572.0,Minor,2021-10-30,settled
CLM34027,POL10768,2022-01-24,2022-01-25,Collision,Low,False,False,1925,1329.0,Minor,2022-04-22,settled
CLM34028,POL11680,2020-10-29,2020-10-29,Collision,Low,False,False,132494,129858.0,Catastrophic,2021-03-21,settled
CLM34029,POL11843,2020-05-25,2020-05-26,Weather,Low,False,False,1868,1474.0,Minor,2020-06-30,settled
CLM34030,POL11130,2024-07-07,2024-07-12,Vandalism,Low,True,False,934,554.0,Minor,2024-09-24,settled
CLM34031,POL13300,2021-05-30,2021-06-02,Collision,Low,False,False,13215,10529.0,Major,2021-07-26,settled
CLM34032,POL13897,2019-05-09,2019-05-11,Collision,Low,False,False,2446,1998.0,Minor,2019-07-11,settled
CLM34033,POL12990,2025-06-11,2025-06-11,Collision,Low,False,False,1489,1148.0,Minor,2025-09-05,settled
CLM34034,POL11275,2023-04-01,2023-04-01,Collision,Low,False,False,14957,12717.0,Major,2023-06-08,settled
CLM34035,POL14229,2022-04-20,2022-04-26,Weather,High,False,False,76622,68921.0,Severe,2023-09-26,settled
CLM34036,POL14108,2020-04-14,2020-04-16,Collision,Low,False,False,1734,1069.0,Minor,2020-05-31,settled
CLM34037,POL14961,2019-01-01,2019-01-01,Theft,Low,False,False,13485,8399.0,Moderate,2019-03-11,settled
CLM34038,POL12274,2024-04-17,2024-04-17,Theft,Low,True,False,4526,2740.0,Minor,2024-06-20,settled
CLM34039,POL14652,2022-01-11,2022-01-12,Collision,Low,False,False,1673,,Minor,,open
CLM34040,POL14896,2021-08-16,2021-08-17,Theft,Low,False,False,5054,2925.0,Minor,2021-09-21,settled
CLM34041,POL10666,2023-05-30,2023-05-30,Vandalism,Low,False,False,1583,1110.0,Minor,2023-06-29,settled
CLM34042,POL10373,2023-04-03,2023-04-04,Collision,Low,False,False,12868,11661.0,Major,2023-06-15,settled
CLM34043,POL13597,2023-01-26,2023-01-28,Collision,Low,False,False,3045,1529.0,Minor,2023-04-01,settled
CLM34044,POL12340,2019-02-10,2019-02-10,Collision,High,False,False,3548,2516.0,Moderate,2020-03-10,settled
CLM34045,POL12417,2025-04-03,2025-04-06,Weather,Medium,False,False,18703,16320.0,Major,2025-07-24,settled
CLM34046,POL11559,2025-02-17,2025-02-17,Weather,Medium,False,False,15315,11875.0,Major,2025-06-10,settled
CLM34047,POL11603,2020-11-04,2020-11-10,Collision,Medium,False,False,120596,104263.0,Catastrophic,2021-04-02,settled
CLM34048,POL11362,2022-07-25,2022-08-01,Collision,High,True,False,5042,,Moderate,,open
CLM34049,POL14730,2021-03-17,2021-03-17,Weather,Low,False,False,2787,2328.0,Minor,2021-06-13,settled
CLM34050,POL11839,2024-09-16,2024-09-18,Vandalism,Low,False,False,2540,,Moderate,,open
CLM34051,POL13630,2024-01-19,2024-01-19,Weather,Medium,False,False,8645,8180.0,Moderate,2024-06-02,settled
CLM34052,POL13488,2022-09-26,2022-09-28,Collision,Medium,False,False,3850,2238.0,Minor,2023-03-08,settled
CLM34053,POL13043,2024-05-27,2024-05-27,Vandalism,Low,False,False,1094,721.0,Minor,2024-07-29,settled
