Policy_ID,Customer_ID,Age_of_Driver,Gender,Occupation,Region,Annual_Mileage,Driving_Experience_Years,Vehicle_Type,Vehicle_Age,Credit_Score_Band
POL12902,CUST22902,23,Female,Student,London,14558,2,SUV,14,Fair
POL12903,CUST22903,78,Female,Self-Employed,Glasgow,18784,56,Sedan,14,Good
POL12904,CUST22904,68,Male,Retired,Liverpool,13528,47,Sedan,19,Excellent
POL12905,CUST22905,62,Female,Self-Employed,Manchester,8037,44,SUV,8,Fair
POL12906,CUST22906,47,Male,Employed,London,18155,25,Sedan,11,Excellent
POL12907,CUST22907,40,Female,Employed,Liverpool,15645,19,SUV,5,Excellent
POL12908,CUST22908,47,Female,Self-Employed,Cardiff,16346,26,SUV,17,Poor
POL12909,CUST22909,60,Male,Self-Employed,Cardiff,14092,42,Sedan,8,Good
POL12910,CUST22910,29,Female,Unemployed,Cardiff,15748,10,Van,20,Fair
POL12911,CUST22911,63,Female,Unemployed,Edinburgh,11187,44,Hatchback,19,Excellent
POL12912,CUST22912,36,Female,Unemployed,Edinburgh,8549,16,SUV,17,Excellent
POL12913,CUST22913,65,Female,Retired,Bristol,16684,45,Hatchback,11,Good
POL12914,CUST22914,28,Male,Unemployed,Edinburgh,8450,6,Coupe,19,Excellent
POL12915,CUST22915,38,Male,Student,Glasgow,2933,19,Hatchback,12,Good
POL12916,CUST22916,35,Male,Employed,London,14077,17,Sedan,4,Good
POL12917,CUST22917,69,Male,Retired,Bristol,7359,49,Hatchback,20,Good
POL12918,CUST22918,50,Male,Student,Edinburgh,7312,30,Van,7,Good
POL12919,CUST22919,31,Male,Employed,Cardiff,3892,10,Sedan,2,Excellent
POL12920,CUST22920,65,Male,Retired,Edinburgh,10034,46,Hatchback,17,Good
POL12921,CUST22921,50,Male,Self-Employed,London,13198,32,SUV,10,Excellent
POL12922,CUST22922,56,Male,Self-Employed,Cardiff,8056,37,Van,10,Fair
POL12923,CUST22923,53,Female,Retired,London,7947,31,Sedan,19,Good
POL12924,CUST22924,74,Male,Unemployed,Liverpool,14218,56,Van,0,Excellent
POL12925,CUST22925,66,Male,Retired,Birmingham,7733,46,Hatchback,20,Excellent
POL12926,CUST22926,27,Male,Employed,Bristol,15456,7,Sedan,20,Excellent
POL12927,CUST22927,54,Male,Unemployed,Glasgow,9654,33,Motorcycle,6,Fair
POL12928,CUST22928,67,Female,Employed,Manchester,19820,47,SUV,3,Excellent
POL12929,CUST22929,49,Male,Employed,Cardiff,9485,27,SUV,8,Good
POL12930,CUST22930,55,Male,Self-Employed,Birmingham,4063,36,Sedan,11,Excellent
POL12931,CUST22931,57,Female,Unemployed,Newcastle,10958,38,Hatchback,5,Good
POL12932,CUST22932,45,Male,Employed,London,11120,27,SUV,15,Excellent
POL12933,CUST22933,52,Female,Employed,Edinburgh,12671,32,Hatchback,3,Fair
POL12934,CUST22934,28,Female,Employed,Leeds,12289,8,Hatchback,5,Excellent
POL12935,CUST22935,35,Male,Self-Employed,Birmingham,13701,16,SUV,12,Excellent
POL12936,CUST22936,76,Male,Retired,Leeds,9732,55,SUV,2,Good
POL12937,CUST22937,26,Male,Self-Employed,Leeds,15816,4,Coupe,7,Good
POL12938,CUST22938,74,Female,Employed,Bristol,14508,52,Van,17,Good
POL12939,CUST22939,56,Male,Retired,Glasgow,11037,37,Coupe,6,Excellent
POL12940,CUST22940,76,Female,Self-Employed,Liverpool,18109,55,Motorcycle,17,Good
POL12941,CUST22941,73,Female,Retired,London,16437,53,SUV,10,Fair
POL12942,CUST22942,47,Female,Self-Employed,Leeds,8137,25,Coupe,0,Fair
POL12943,CUST22943,31,Female,Self-Employed,Glasgow,11571,13,SUV,19,Good
POL12944,CUST22944,44,Female,Employed,Edinburgh,12064,23,SUV,10,Good
POL12945,CUST22945,33,Female,Self-Employed,Bristol,12992,15,Hatchback,12,Fair
POL12946,CUST22946,58,Female,Employed,Liverpool,8483,40,Hatchback,5,Poor
POL12947,CUST22947,20,Female,Student,Glasgow,4325,0,Hatchback,4,Poor
POL12948,CUST22948,53,Female,Employed,London,18334,32,Hatchback,3,Good
POL12949,CUST22949,57,Male,Retired,Birmingham,13315,35,Sedan,2,Good
POL12950,CUST22950,20,Male,Student,Manchester,12474,2,SUV,9,Good
POL12951,CUST22951,28,Female,Employed,Liverpool,11298,9,Coupe,5,Good
POL12952,CUST22952,64,Male,Self-Employed,Newcastle,9240,45,SUV,7,Good
POL12953,CUST22953,22,Male,Student,Liverpool,13313,4,Hatchback,12,Fair
POL12954,CUST22954,42,Female,Employed,Glasgow,13457,23,Coupe,4,Good
POL12955,CUST22955,77,Male,Self-Employed,Newcastle,5464,56,SUV,7,Excellent
POL12956,CUST22956,49,Female,Employed,Newcastle,6448,31,Sedan,10,Excellent
POL12957,CUST22957,57,Male,Self-Employed,Glasgow,16554,37,Hatchback,15,Excellent
POL12958,CUST22958,59,Male,Employed,Birmingham,6253,41,Hatchback,14,Excellent
POL12959,CUST22959,49,Female,Employed,Edinburgh,13034,27,Hatchback,0,Good
POL12960,CUST22960,44,Female,Unemployed,Birmingham,10440,25,Hatchback,4,Excellent
POL12961,CUST22961,20,Female,Student,Liverpool,7941,0,Coupe,17,Excellent
POL12962,CUST22962,55,Male,Unemployed,Manchester,15570,33,Hatchback,18,Fair
POL12963,CUST22963,22,Male,Employed,London,15569,1,Hatchback,2,Fair
POL12964,CUST22964,72,Female,Retired,Manchester,6462,53,Hatchback,12,Poor
POL12965,CUST22965,60,Male,Employed,Liverpool,11168,41,Van,14,Poor
POL12966,CUST22966,50,Female,Self-Employed,Liverpool,16061,29,Sedan,3,Excellent
POL12967,CUST22967,71,Female,Retired,Bristol,3669,51,Van,6,Fair
POL12968,CUST22968,66,Male,Employed,Glasgow,11114,44,SUV,3,Excellent
POL12969,CUST22969,72,Female,Retired,Manchester,8783,50,Sedan,12,Excellent
POL12970,CUST22970,63,Male,Self-Employed,Bristol,14889,44,SUV,7,Excellent
POL12971,CUST22971,72,Female,Unemployed,Newcastle,8622,54,Coupe,16,Good
POL12972,CUST22972,72,Female,Retired,Liverpool,10094,50,Motorcycle,19,Fair
POL12973,CUST22973,61,Female,Self-Employed,Edinburgh,9331,43,Motorcycle,8,Good
POL12974,CUST22974,40,Male,Unemployed,Manchester,18682,18,Hatchback,10,Good
POL12975,CUST22975,64,Female,Self-Employed,Glasgow,9112,42,Sedan,5,Fair
POL12976,CUST22976,78,Male,Retired,Edinburgh,15169,56,Van,3,Excellent
POL12977,CUST22977,21,Male,Student,Newcastle,15978,0,Motorcycle,16,Fair
POL12978,CUST22978,79,Male,Retired,London,5033,59,Hatchback,7,Good
POL12979,CUST22979,76,Female,Retired,Glasgow,8582,57,Hatchback,12,Good
POL12980,CUST22980,56,Male,Retired,Newcastle,7926,35,Hatchback,3,Excellent
POL12981,CUST22981,56,Male,Self-Employed,Liverpool,7622,34,SUV,16,Good
POL12982,CUST22982,67,Female,Retired,Newcastle,10314,49,Van,0,Excellent
POL12983,CUST22983,72,Female,Retired,Cardiff,4742,51,SUV,14,Good
POL12984,CUST22984,30,Female,Employed,Cardiff,11680,9,SUV,20,Excellent
POL12985,CUST22985,65,Female,Retired,Edinburgh,8176,43,Coupe,14,Excellent
POL12986,CUST22986,57,Female,Employed,Cardiff,4754,36,Sedan,15,Good
POL12987,CUST22987,33,Male,Employed,Edinburgh,15649,11,Hatchback,10,Good
POL12988,CUST22988,23,Male,Employed,Cardiff,12402,2,Coupe,13,Fair
POL12989,CUST22989,44,Male,Employed,Newcastle,10769,23,SUV,1,Good
POL12990,CUST22990,40,Male,Self-Employed,Glasgow,22026,21,SUV,2,Excellent
POL12991,CUST22991,30,Male,Student,Bristol,10600,10,Sedan,17,Excellent
POL12992,CUST22992,70,Female,Retired,Edinburgh,13193,50,SUV,14,Excellent
POL12993,CUST22993,71,Male,Retired,Leeds,15345,52,Van,6,Excellent
POL12994,CUST22994,74,Female,Retired,Glasgow,19014,52,Hatchback,17,Excellent
POL12995,CUST22995,59,Male,Retired,Bristol,10933,41,Motorcycle,4,Good
POL12996,CUST22996,55,Female,Retired,Leeds,9063,37,Hatchback,11,Good
POL12997,CUST22997,78,Male,Retired,Edinburgh,12809,59,SUV,7,Fair
POL12998,CUST22998,52,Male,Self-Employed,Birmingham,13169,30,Coupe,9,Good
POL12999,CUST22999,41,Female,Employed,Cardiff,10550,22,Van,10,Fair
POL13000,CUST23000,47,Male,Employed,Edinburgh,14882,29,Sedan,6,Excellent
POL13001,CUST23001,76,Female,Retired,Bristol,2859,56,Hatchback,18,Poor
POL13002,CUST23002,64,Male,Unemployed,Newcastle,7260,45,SUV,11,Good
POL13003,CUST23003,56,Male,Retired,Liverpool,13894,35,Hatchback,8,Excellent
POL13004,CUST23004,64,Female,Unemployed,Glasgow,11065,42,Sedan,14,Poor
POL13005,CUST23005,49,Female,Employed,Edinburgh,16753,27,Sedan,1,Poor
POL13006,CUST23006,68,Male,Retired,Glasgow,13571,50,Sedan,14,Excellent
POL13007,CUST23007,49,Female,Employed,Glasgow,14239,28,Sedan,11,Good
POL13008,CUST23008,30,Male,Student,Manchester,13915,12,Sedan,1,Fair
POL13009,CUST23009,74,Male,Retired,Bristol,4969,54,Sedan,4,Excellent
POL13010,CUST23010,21,Female,Student,Cardiff,15818,3,SUV,19,Fair
POL13011,CUST23011,70,Male,Retired,Cardiff,17021,52,Hatchback,20,Fair
POL13012,CUST23012,38,Male,Employed,Leeds,15575,17,Hatchback,4,Good
POL13013,CUST23013,68,Female,Employed,Newcastle,6112,49,Sedan,7,Excellent
POL13014,CUST23014,36,Female,Self-Employed,Glasgow,9975,17,SUV,17,Good
POL13015,CUST23015,32,Male,Employed,Newcastle,6378,12,Sedan,9,Good
POL13016,CUST23016,23,Male,Employed,Leeds,13369,2,Sedan,4,Good
POL13017,CUST23017,45,Male,Employed,Birmingham,15597,27,Sedan,1,Good
POL13018,CUST23018,71,Female,Retired,Cardiff,10266,53,Van,19,Excellent
POL13019,CUST23019,28,Male,Employed,Liverpool,12540,9,Sedan,16,Fair
POL13020,CUST23020,40,Male,Employed,Newcastle,13913,19,SUV,8,Excellent
POL13021,CUST23021,68,Female,Self-Employed,Liverpool,14155,47,Coupe,3,Fair
POL13022,CUST23022,20,Male,Employed,Edinburgh,10572,0,Sedan,19,Poor
POL13023,CUST23023,54,Female,Employed,Birmingham,2091,36,Sedan,4,Poor
POL13024,CUST23024,51,Male,Employed,Liverpool,15388,32,SUV,19,Good
POL13025,CUST23025,37,Male,Self-Employed,Cardiff,11110,19,Hatchback,20,Good
POL13026,CUST23026,78,Female,Retired,Edinburgh,12099,57,Coupe,19,Excellent
POL13027,CUST23027,55,Male,Employed,Liverpool,16747,35,Van,19,Good
POL13028,CUST23028,30,Female,Student,Newcastle,17178,11,Hatchback,4,Poor
POL13029,CUST23029,64,Male,Retired,Liverpool,14410,45,Hatchback,11,Good
POL13030,CUST23030,46,Male,Employed,Liverpool,12779,28,SUV,2,Excellent
POL13031,CUST23031,35,Female,Self-Employed,Leeds,9211,15,Sedan,4,Excellent
POL13032,CUST23032,66,Female,Retired,Manchester,14875,47,Sedan,16,Good
POL13033,CUST23033,36,Male,Employed,Birmingham,17920,16,SUV,17,Good
POL13034,CUST23034,73,Male,Retired,Leeds,10233,55,Sedan,13,Excellent
POL13035,CUST23035,73,Male,Retired,London,9416,51,Motorcycle,8,Good
POL13036,CUST23036,67,Female,Retired,Liverpool,9544,48,Sedan,0,Good
POL13037,CUST23037,35,Female,Employed,London,12357,16,Coupe,12,Poor
POL13038,CUST23038,21,Male,Student,Cardiff,14446,3,Motorcycle,4,Poor
POL13039,CUST23039,69,Male,Employed,Birmingham,16435,47,Motorcycle,20,Poor
POL13040,CUST23040,55,Male,Employed,Newcastle,4373,33,Sedan,20,Excellent
POL13041,CUST23041,69,Female,Unemployed,Edinburgh,12065,50,Hatchback,18,Fair
POL13042,CUST23042,52,Male,Employed,London,14359,32,Hatchback,17,Poor
POL13043,CUST23043,55,Female,Self-Employed,London,17988,34,Sedan,0,Excellent
POL13044,CUST23044,27,Male,Employed,London,9502,7,Sedan,13,Good
POL13045,CUST23045,58,Male,Self-Employed,Glasgow,9959,40,Sedan,18,Poor
POL13046,CUST23046,32,Male,Self-Employed,Newcastle,10047,12,Sedan,18,Poor
POL13047,CUST23047,28,Male,Employed,Birmingham,10936,7,Sedan,5,Good
POL13048,CUST23048,52,Male,Self-Employed,Bristol,16429,33,Sedan,8,Good
POL13049,CUST23049,56,Female,Employed,Liverpool,17222,35,Sedan,2,Fair
POL13050,CUST23050,24,Male,Employed,Cardiff,18422,6,Sedan,1,Poor
POL13051,CUST23051,60,Male,Employed,Edinburgh,8498,38,Hatchback,20,Good
POL13052,CUST23052,46,Male,Employed,Cardiff,9901,25,Sedan,5,Good
POL13053,CUST23053,23,Female,Self-Employed,Manchester,13766,1,Sedan,5,Excellent
POL13054,CUST23054,73,Male,Retired,Bristol,13641,53,Coupe,18,Poor
POL13055,CUST23055,53,Male,Self-Employed,London,8283,31,Sedan,10,Good
POL13056,CUST23056,63,Female,Retired,Leeds,14318,45,Hatchback,20,Excellent
POL13057,CUST23057,44,Female,Employed,Glasgow,8516,22,Van,19,Poor
POL13058,CUST23058,27,Female,Employed,London,15066,8,Coupe,9,Good
POL13059,CUST23059,21,Male,Student,Liverpool,9022,2,Sedan,1,Excellent
POL13060,CUST23060,58,Female,Self-Employed,London,5728,37,SUV,3,Good
POL13061,CUST23061,76,Female,Retired,London,12403,57,Sedan,2,Good
POL13062,CUST23062,24,Male,Self-Employed,London,3913,6,Sedan,20,Excellent
POL13063,CUST23063,56,Male,Retired,Newcastle,17902,36,Hatchback,12,Excellent
POL13064,CUST23064,57,Female,Self-Employed,Leeds,11070,37,SUV,12,Fair
POL13065,CUST23065,73,Female,Retired,Cardiff,16129,52,Coupe,8,Good
POL13066,CUST23066,52,Male,Employed,Leeds,14506,30,Sedan,7,Excellent
POL13067,CUST23067,76,Female,Retired,Cardiff,17169,57,SUV,7,Good
POL13068,CUST23068,22,Female,Student,Glasgow,8929,1,Sedan,13,Good
POL13069,CUST23069,61,Male,Retired,Leeds,17782,39,Hatchback,13,Poor
POL13070,CUST23070,22,Female,Student,Birmingham,18916,4,Sedan,2,Poor
POL13071,CUST23071,77,Male,Retired,Leeds,18287,55,Coupe,16,Good
POL13072,CUST23072,21,Male,Student,Manchester,21542,0,Coupe,16,Excellent
POL13073,CUST23073,33,Female,Self-Employed,Manchester,19741,15,Hatchback,10,Fair
POL13074,CUST23074,42,Male,Employed,Newcastle,12134,23,SUV,2,Good
POL13075,CUST23075,68,Male,Retired,Liverpool,6787,47,Hatchback,8,Poor
POL13076,CUST23076,71,Female,Retired,Manchester,8914,53,Coupe,17,Fair
POL13077,CUST23077,25,Female,Employed,Glasgow,8952,5,SUV,2,Good
POL13078,CUST23078,51,Female,Retired,Cardiff,12619,32,Hatchback,8,Excellent
POL13079,CUST23079,33,Female,Employed,London,9276,14,Hatchback,9,Poor
POL13080,CUST23080,78,Male,Retired,Bristol,14302,59,Hatchback,2,Good
POL13081,CUST23081,54,Male,Retired,Liverpool,14335,33,Hatchback,8,Fair
POL13082,CUST23082,51,Female,Employed,London,13113,32,Van,7,Good
POL13083,CUST23083,49,Female,Employed,Bristol,20844,31,Motorcycle,14,Good
POL13084,CUST23084,54,Female,Self-Employed,Birmingham,12037,33,Sedan,4,Good
POL13085,CUST23085,59,Male,Employed,Cardiff,9018,39,Sedan,19,Fair
POL13086,CUST23086,42,Female,Employed,Liverpool,17762,22,Sedan,15,Good
POL13087,CUST23087,57,Female,Employed,Birmingham,15316,35,Sedan,16,Excellent
POL13088,CUST23088,43,Male,Employed,Leeds,7134,23,SUV,1,Good
POL13089,CUST23089,20,Female,Student,Liverpool,10612,2,Motorcycle,12,Poor
POL13090,CUST23090,72,Female,Unemployed,Bristol,16336,50,Sedan,7,Fair
POL13091,CUST23091,54,Female,Self-Employed,Cardiff,12760,34,Hatchback,1,Fair
POL13092,CUST23092,71,Male,Retired,Birmingham,17142,49,Coupe,16,Good
POL13093,CUST23093,48,Female,Unemployed,Cardiff,12218,30,SUV,12,Good
POL13094,CUST23094,46,Female,Self-Employed,Edinburgh,11609,27,Hatchback,14,Poor
POL13095,CUST23095,78,Female,Retired,Liverpool,20683,57,Van,13,Poor
POL13096,CUST23096,49,Male,Employed,Edinburgh,9070,29,Hatchback,12,Good
POL13097,CUST23097,46,Male,Employed,Glasgow,8370,24,SUV,0,Good
POL13098,CUST23098,36,Male,Self-Employed,Bristol,23373,18,Van,2,Good
POL13099,CUST23099,23,Male,Self-Employed,Liverpool,14217,5,Motorcycle,2,Excellent
POL13100,CUST23100,52,Male,Unemployed,London,11979,32,Van,13,Poor
POL13101,CUST23101,72,Female,Retired,Bristol,12898,50,Hatchback,12,Excellent
POL13102,CUST23102,68,Male,Self-Employed,Cardiff,8681,50,Sedan,14,Good
POL13103,CUST23103,40,Male,Employed,Glasgow,10739,22,Coupe,2,Excellent
POL13104,CUST23104,26,Male,Student,London,12143,7,Hatchback,2,Excellent
POL13105,CUST23105,73,Female,Retired,Liverpool,17312,55,SUV,3,Good
POL13106,CUST23106,24,Male,Employed,Newcastle,12123,3,Hatchback,18,Excellent
POL13107,CUST23107,29,Male,Employed,Edinburgh,19477,7,Sedan,1,Fair
POL13108,CUST23108,35,Female,Unemployed,Birmingham,9635,13,Sedan,4,Good
POL13109,CUST23109,39,Male,Employed,Birmingham,7795,19,SUV,4,Excellent
POL13110,CUST23110,19,Female,Employed,Glasgow,13991,0,Hatchback,12,Fair
POL13111,CUST23111,70,Male,Retired,Leeds,16249,50,Sedan,17,Good
POL13112,CUST23112,69,Female,Unemployed,Birmingham,14392,51,Van,7,Good
POL13113,CUST23113,19,Female,Student,Cardiff,17196,0,SUV,4,Good
POL13114,CUST23114,31,Male,Employed,Leeds,17714,10,Sedan,18,Fair
POL13115,CUST23115,72,Male,Retired,Glasgow,25506,54,Hatchback,7,Excellent
POL13116,CUST23116,46,Male,Employed,Bristol,14781,25,Hatchback,14,Good
POL13117,CUST23117,64,Male,Self-Employed,Bristol,16509,42,Sedan,18,Good
POL13118,CUST23118,52,Female,Employed,Birmingham,9943,32,SUV,20,Fair
POL13119,CUST23119,70,Female,Retired,Manchester,15795,52,Hatchback,9,Excellent
POL13120,CUST23120,35,Male,Self-Employed,Edinburgh,5920,15,SUV,16,Excellent
POL13121,CUST23121,67,Male,Retired,London,13876,46,Hatchback,7,Good
POL13122,CUST23122,47,Male,Self-Employed,Birmingham,5919,26,SUV,9,Good
POL13123,CUST23123,50,Male,Employed,Glasgow,8595,29,Sedan,15,Excellent
POL13124,CUST23124,48,Male,Employed,Cardiff,11398,30,Coupe,1,Poor
POL13125,CUST23125,26,Male,Employed,Edinburgh,19100,4,Van,12,Good
POL13126,CUST23126,48,Male,Employed,Liverpool,9557,28,Sedan,16,Fair
POL13127,CUST23127,62,Male,Retired,Edinburgh,7839,40,Sedan,14,Good
POL13128,CUST23128,23,Male,Employed,Bristol,15572,4,Hatchback,1,Excellent
POL13129,CUST23129,35,Male,Self-Employed,Edinburgh,11045,13,Sedan,6,Excellent
POL13130,CUST23130,19,Male,Employed,Leeds,8066,1,Sedan,6,Good
POL13131,CUST23131,77,Female,Retired,Bristol,8190,57,SUV,8,Excellent
POL13132,CUST23132,32,Male,Self-Employed,Newcastle,12286,11,Hatchback,9,Excellent
POL13133,CUST23133,39,Male,Employed,Bristol,4178,21,Sedan,4,Fair
POL13134,CUST23134,39,Female,Employed,Liverpool,7691,20,Hatchback,1,Excellent
POL13135,CUST23135,27,Male,Employed,Newcastle,14653,6,Motorcycle,2,Excellent
POL13136,CUST23136,38,Male,Unemployed,Newcastle,15293,20,Hatchback,19,Good
POL13137,CUST23137,23,Female,Employed,Liverpool,17043,1,Van,13,Excellent
POL13138,CUST23138,22,Male,Employed,Bristol,6712,3,Coupe,19,Good
POL13139,CUST23139,19,Female,Unemployed,Newcastle,9596,0,Hatchback,2,Good
POL13140,CUST23140,38,Male,Employed,Glasgow,7685,19,Coupe,0,Excellent
POL13141,CUST23141,47,Female,Employed,Newcastle,9169,28,SUV,5,Good
POL13142,CUST23142,45,Female,Student,Liverpool,8022,23,Sedan,20,Fair
POL13143,CUST23143,27,Female,Employed,Edinburgh,18546,9,Sedan,3,Excellent
POL13144,CUST23144,43,Female,Unemployed,Liverpool,12023,23,Sedan,14,Good
POL13145,CUST23145,53,Female,Retired,Bristol,12360,31,Coupe,2,Excellent
POL13146,CUST23146,38,Female,Unemployed,Liverpool,10561,18,Coupe,16,Fair
POL13147,CUST23147,24,Male,Self-Employed,Edinburgh,16188,5,SUV,19,Poor
POL13148,CUST23148,33,Male,Student,Edinburgh,17362,15,SUV,9,Excellent
POL13149,CUST23149,42,Female,Self-Employed,Bristol,10116,20,SUV,18,Excellent
POL13150,CUST23150,34,Male,Student,Newcastle,13045,15,Hatchback,20,Excellent
POL13151,CUST23151,33,Female,Self-Employed,London,10341,15,SUV,11,Excellent
POL13152,CUST23152,77,Male,Retired,Newcastle,7108,57,Hatchback,5,Excellent
POL13153,CUST23153,29,Female,Employed,Birmingham,6130,10,Sedan,19,Excellent
POL13154,CUST23154,64,Male,Employed,Bristol,14475,45,Sedan,18,Good
POL13155,CUST23155,75,Male,Retired,Newcastle,12323,55,Sedan,12,Fair
POL13156,CUST23156,54,Female,Retired,Bristol,9015,34,Sedan,14,Excellent
POL13157,CUST23157,69,Male,Retired,Cardiff,12221,50,Sedan,10,Excellent
POL13158,CUST23158,70,Male,Retired,Birmingham,6055,48,SUV,0,Good
POL13159,CUST23159,44,Female,Employed,Glasgow,13970,26,Hatchback,4,Excellent
POL13160,CUST23160,63,Male,Retired,Newcastle,12674,43,SUV,11,Good
POL13161,CUST23161,42,Male,Employed,Glasgow,12920,23,Hatchback,15,Good
POL13162,CUST23162,42,Female,Employed,Cardiff,15935,23,Motorcycle,17,Excellent
POL13163,CUST23163,19,Male,Employed,Newcastle,8349,0,Coupe,10,Poor
POL13164,CUST23164,65,Female,Retired,Edinburgh,17774,45,SUV,9,Fair
POL13165,CUST23165,65,Female,Self-Employed,Edinburgh,15020,45,Hatchback,17,Poor
POL13166,CUST23166,22,Female,Unemployed,Birmingham,7642,1,Sedan,5,Fair
POL13167,CUST23167,79,Female,Retired,Edinburgh,7430,60,Hatchback,19,Excellent
POL13168,CUST23168,67,Male,Unemployed,Bristol,12535,49,Hatchback,13,Good
POL13169,CUST23169,65,Male,Retired,Newcastle,11730,44,Hatchback,7,Excellent
POL13170,CUST23170,48,Female,Employed,Glasgow,15270,27,Sedan,9,Good
POL13171,CUST23171,61,Male,Retired,London,11064,42,Sedan,11,Good
POL13172,CUST23172,50,Male,Unemployed,Manchester,12125,28,Sedan,1,Good
POL13173,CUST23173,34,Female,Employed,Bristol,12660,14,Coupe,18,Fair
POL13174,CUST23174,78,Male,Retired,Newcastle,11347,59,Hatchback,1,Excellent
POL13175,CUST23175,62,Female,Employed,Edinburgh,7361,43,SUV,14,Fair
POL13176,CUST23176,22,Female,Student,Liverpool,9307,0,Sedan,15,Good
POL13177,CUST23177,44,Female,Employed,London,10894,23,SUV,11,Good
POL13178,CUST23178,44,Male,Unemployed,Newcastle,5810,26,SUV,18,Excellent
POL13179,CUST23179,22,Male,Student,Cardiff,7162,2,SUV,0,Fair
POL13180,CUST23180,72,Female,Unemployed,Leeds,7379,51,SUV,3,Good
POL13181,CUST23181,39,Male,Self-Employed,Liverpool,15039,20,Sedan,4,Good
POL13182,CUST23182,55,Male,Employed,Newcastle,14361,35,Sedan,3,Good
POL13183,CUST23183,74,Male,Retired,Edinburgh,17898,53,Hatchback,2,Fair
POL13184,CUST23184,41,Female,Employed,Leeds,15051,22,SUV,2,Good
POL13185,CUST23185,23,Male,Employed,Birmingham,14109,5,Sedan,4,Excellent
POL13186,CUST23186,34,Male,Self-Employed,Liverpool,14388,12,Van,17,Excellent
POL13187,CUST23187,26,Male,Employed,Cardiff,18613,6,Coupe,3,Poor
POL13188,CUST23188,34,Female,Unemployed,Leeds,14459,12,Sedan,7,Excellent
POL13189,CUST23189,33,Female,Employed,Newcastle,13432,12,Sedan,14,Excellent
POL13190,CUST23190,56,Female,Retired,Edinburgh,10040,36,Hatchback,0,Fair
POL13191,CUST23191,71,Male,Retired,Bristol,13469,51,SUV,16,Good
POL13192,CUST23192,36,Female,Employed,Edinburgh,14500,17,Coupe,7,Excellent
POL13193,CUST23193,24,Female,Unemployed,London,15301,6,SUV,3,Poor
POL13194,CUST23194,73,Male,Retired,Birmingham,11700,55,Sedan,0,Good
POL13195,CUST23195,79,Female,Retired,Glasgow,8342,61,Sedan,20,Excellent
POL13196,CUST23196,51,Female,Unemployed,Bristol,11814,32,Hatchback,8,Good
POL13197,CUST23197,77,Male,Retired,Glasgow,10246,56,SUV,15,Fair
POL13198,CUST23198,23,Male,Student,Leeds,13568,5,SUV,1,Fair
POL13199,CUST23199,69,Male,Retired,Manchester,3625,47,Hatchback,9,Fair
POL13200,CUST23200,40,Female,Unemployed,Edinburgh,14323,21,Coupe,14,Excellent
POL13201,CUST23201,37,Female,Unemployed,London,20408,18,Hatchback,11,Fair
POL13202,CUST23202,40,Male,Employed,Newcastle,10703,22,Coupe,6,Excellent
POL13203,CUST23203,46,Male,Employed,Leeds,10537,27,Motorcycle,7,Good
POL13204,CUST23204,30,Female,Employed,Birmingham,6718,9,Motorcycle,2,Good
POL13205,CUST23205,51,Male,Retired,Glasgow,16148,30,Coupe,2,Good
POL13206,CUST23206,70,Female,Retired,Manchester,16147,49,Sedan,3,Good
POL13207,CUST23207,40,Female,Employed,Edinburgh,7877,19,Sedan,15,Good
POL13208,CUST23208,32,Male,Employed,Manchester,18971,14,Sedan,0,Excellent
POL13209,CUST23209,35,Female,Employed,Leeds,11195,17,Hatchback,7,Excellent
POL13210,CUST23210,61,Female,Self-Employed,Newcastle,9633,39,Van,7,Fair
POL13211,CUST23211,69,Female,Retired,Manchester,11971,47,Coupe,4,Poor
POL13212,CUST23212,27,Female,Employed,Birmingham,13552,8,SUV,20,Good
POL13213,CUST23213,30,Male,Employed,Manchester,8518,10,Sedan,14,Good
POL13214,CUST23214,58,Male,Self-Employed,Liverpool,11354,37,Sedan,6,Good
POL13215,CUST23215,45,Male,Unemployed,Leeds,11719,24,SUV,14,Good
POL13216,CUST23216,58,Female,Self-Employed,Birmingham,10747,38,Hatchback,4,Fair
POL13217,CUST23217,46,Female,Employed,Manchester,23132,28,SUV,2,Good
POL13218,CUST23218,61,Male,Employed,Manchester,8678,42,Coupe,5,Good
POL13219,CUST23219,49,Male,Employed,Birmingham,4569,30,Van,5,Fair
POL13220,CUST23220,62,Male,Employed,Birmingham,10893,44,Sedan,15,Good
POL13221,CUST23221,34,Male,Employed,Manchester,9715,12,SUV,10,Good
POL13222,CUST23222,65,Female,Retired,Cardiff,15922,46,Sedan,8,Excellent
POL13223,CUST23223,28,Male,Self-Employed,Manchester,6063,7,Van,13,Poor
POL13224,CUST23224,42,Male,Employed,Bristol,17629,24,Sedan,9,Good
POL13225,CUST23225,70,Female,Retired,Leeds,10907,51,Hatchback,15,Poor
POL13226,CUST23226,68,Male,Retired,Bristol,18539,46,Van,2,Excellent
POL13227,CUST23227,71,Female,Retired,Cardiff,2958,52,Hatchback,4,Fair
POL13228,CUST23228,59,Female,Unemployed,Birmingham,11240,41,Coupe,2,Fair
POL13229,CUST23229,66,Male,Retired,Bristol,18240,48,Sedan,16,Poor
POL13230,CUST23230,65,Female,Retired,Manchester,10991,44,Sedan,20,Good
POL13231,CUST23231,52,Female,Retired,Manchester,12087,33,Coupe,10,Poor
